N,P,K,temperature,humidity,ph,rainfall,label,season_kharif,season_rabi,season_summer
91.2011979205438,65.99109671280564,42.876837635488386,19.840004756421294,81.3936176432547,6.762482610595337,204.03358258457547,rice,0,1,0
97.1622474000854,49.50812425980315,38.474120213750574,28.358331721792375,84.90693549034525,6.130588939163656,225.3042599424233,rice,0,1,0
112.82385025203126,55.04691799466577,40.70623254140279,27.240462682654243,75.66298423994215,6.950224169699612,220.99051998073767,rice,0,0,1
80.3680640900573,49.501144926909795,41.794658488604846,24.53661210605583,78.35726481794684,7.280939083883688,258.35859071164833,rice,0,0,1
86.40779717482934,44.00317695449829,41.762783911048416,20.832456748079817,78.82184295043307,7.56602422621393,237.5518447215573,rice,0,1,0
106.83124544437813,49.491401464585635,39.63286794379307,19.294904679203082,84.96288389687804,6.439394452008222,171.37228390201432,rice,0,1,0
73.16745802589853,58.2475095297869,47.2804623057578,28.39207452874778,77.14133928068583,6.33050669263034,210.21420936401117,rice,1,0,0
98.38568986381216,47.28677278683123,41.795823593465165,25.356931588942544,81.63713391107872,5.098036850590811,245.99716040915027,rice,0,0,1
89.97948763041931,59.40136326891123,39.61504019035813,27.891366981490382,84.41958486054703,7.0562419874355795,261.9803200340931,rice,0,0,1
89.9698915148434,59.39892853229916,39.56651565175574,25.527381483971407,89.53079492733534,7.01311565307972,271.0456319748148,rice,0,1,0
100.79649572555844,54.99184374791757,48.3647455736076,27.457198928772485,76.28340366606334,5.955221062229675,195.14943296681315,rice,0,0,1
77.99130628803704,40.70916047431878,43.994674353993304,25.8733053258299,78.61333788526711,5.309407775927502,187.84920616636413,rice,0,1,0
99.62778289508398,45.11662715833762,47.26398794283583,21.588202921822628,88.59675066537496,6.219123891782978,227.1868717563919,rice,1,0,0
71.968625292706,60.52996859853873,48.398199879978065,21.604249069967256,89.89815946863084,7.833547146307825,278.37117468567294,rice,1,0,0
91.20003098379048,43.978247004344205,47.33008022116766,22.584112673256698,78.3352005124835,5.036097941079387,227.22030919439618,rice,0,1,0
111.60591199327372,61.586080235431,46.185139177414804,21.61341073882274,75.00907111378635,7.358958535523573,208.0887727899216,rice,1,0,0
101.97545369554535,63.770593582712195,45.09231090684938,21.461823314799066,84.40301154858548,7.049043927316725,236.35255850739625,rice,0,0,1
100.84235291734224,54.99576579704502,48.40630802721461,23.13435001590494,76.21782519184046,5.940229577100307,175.0625266991781,rice,1,0,0
100.77534235962834,56.11910093814142,38.461134496753104,21.534117340336422,75.51030860057055,6.052398732444854,195.88538955153425,rice,1,0,0
113.99217053121498,42.881598604562996,39.574809286282424,25.24637647275399,86.5205738813816,5.548557428645142,294.9067796859961,rice,0,0,1
102.02234755394622,63.80897066885727,45.067198317316354,22.90902743413629,72.40283606873959,7.027891555402614,213.77250266502287,rice,0,0,1
83.9944968447624,39.60642968427962,46.17381114996226,22.04220936123574,76.04680944999431,6.960092201224899,202.4171682248508,rice,0,1,0
118.79767247619124,60.48273896641412,38.466389874936375,22.01482567901065,87.1835505949701,6.505235311699935,275.76460590590983,rice,0,1,0
106.80488807998064,49.47168973208757,39.60924341318521,22.523834650587556,79.68010439721215,6.454977568398587,176.47090310111545,rice,0,0,1
102.00712013737889,40.71358980270222,42.85160353566483,22.362166381333484,88.64305493811422,6.356301283589169,219.2086235981077,rice,1,0,0
116.4073640044225,39.619101491984736,49.504842976890835,22.902376669465188,87.55104228773891,6.933851660383917,290.10179982333307,rice,0,1,0
109.19321410740096,39.60983000205255,49.532083955701964,23.798154360139204,86.84555950078303,5.962810898339554,256.6667174706401,rice,0,1,0
91.1777616732472,43.97412432835275,47.27516449150601,27.001706250288514,76.4535309474151,5.058139733521762,235.0958866403728,rice,1,0,0
97.22968061236445,58.30330086410223,46.16524991788017,24.85147707885867,87.37857186896983,5.200302094956832,236.83303299446777,rice,0,1,0
94.79686803582544,47.29719018544957,42.88182567742554,23.624360905370654,87.8512962766548,7.049898887579883,215.67985491869842,rice,0,1,0
111.60681011506698,58.27144479043232,41.826430384065446,27.75753670871841,82.33326222394804,7.057653838167988,293.82232079135105,rice,0,0,1
85.23717786270478,50.58784526719187,44.01168507761886,20.555068292643973,80.80710967658139,7.272847462019248,178.7262062288081,rice,0,0,1
76.80182673560819,49.50244012164847,47.333787721235076,26.691032661198218,79.21560146920476,5.541897865365899,197.04852969123735,rice,1,0,0
107.97764012311775,48.367051430825704,41.797279645878724,23.60010892508497,86.82333634974475,7.4744841159256525,244.21942213823075,rice,0,0,1
118.80068229015079,60.48114674756352,38.48366448309151,24.589397779521754,77.98610778566392,6.552163183141263,287.4058178367183,rice,0,1,0
97.18229092853066,45.090177205123744,41.79807553983564,23.398681014647405,88.20006398154267,7.535012883150586,188.62509903078842,rice,0,1,0
112.75621200593221,54.99222248423174,40.717119118474706,24.62746465322059,75.30040783435022,6.953492486754059,215.97319904029575,rice,1,0,0
99.61831388235943,63.78981180278418,49.50491105951485,26.835803737604433,81.30513033008636,5.903308091340088,236.6207869053772,rice,1,0,0
99.63850916555346,63.84117193842108,49.51598814234885,28.059378671094194,82.35595320919663,5.872714703568989,237.52736594963602,rice,0,0,1
91.18547123283949,53.88791083432297,46.20398551362045,27.75025474673042,82.62776402668982,5.22431878379245,182.3628572542334,rice,0,1,0
99.57602983573327,63.72433363131125,49.46852560180877,25.273704771796638,88.4583400053675,5.829498345133674,232.62505169757426,rice,1,0,0
71.9882124527091,39.60967643597472,47.28201197745714,21.46671321322442,88.99539062529723,5.27249849998149,213.18444898398403,rice,0,1,0
113.98928161316297,57.231542472245025,39.608987476619525,25.628248147167522,90.0,5.534537446248047,290.61758720455657,rice,0,1,0
83.98635098897965,39.61033604315803,46.22224625559836,20.846678159453877,82.7598002048891,6.900389015347727,189.88993603249116,rice,1,0,0
72.0057805377215,60.489968508837826,48.35022044510762,21.844206640046593,78.05770824206252,7.828548612169727,255.44893150096564,rice,0,1,0
72.01997123475239,39.64971592631491,47.29701322212164,20.6613290671491,83.20509424096599,5.297098142291674,215.6195186519129,rice,1,0,0
82.80104676704279,60.50460510920337,41.802610265357835,21.1481057916032,77.36847952022872,5.678226443891575,267.2716834654265,rice,0,0,1
106.83019327613212,49.50705057733633,39.60901032245617,19.711284199149098,73.876429772688,6.442745992237799,191.1297781932202,rice,0,1,0
94.7876469546545,46.20596646562949,40.70895368547712,24.776974688731297,77.34822965665734,6.595175992942686,293.0500976783152,rice,0,0,1
71.96876454346209,47.29117169979247,48.397709185723556,20.94067425110686,79.99775754679912,7.405967312708856,294.83365178261505,rice,0,0,1
109.19134913816981,38.51340976319144,42.915588156431866,25.416765698361758,85.27843174227202,6.969731898856956,218.08319072507385,rice,0,1,0
88.83432524345902,38.487710024526734,43.9877864454962,25.263516882957738,78.72612456982061,6.958871570735756,248.71729569985962,rice,0,0,1
97.2205299482371,58.32698132007868,46.18424384626247,26.528610160675957,82.48344911637236,5.169089109744203,220.66699440344087,rice,0,0,1
118.82400116421435,60.471428461023855,38.500663105842875,23.028289584796862,72.7607207506122,6.5198321499333165,281.416175904722,rice,1,0,0
111.65582869083576,61.61181440219222,39.60997576911825,26.479335081898338,81.51800513777069,6.964828985120147,186.36847194433253,rice,0,1,0
106.84051802217947,59.40736310465259,41.812334638867455,25.79888780483698,85.85946967576702,6.7019756418101,222.4896952479606,rice,1,0,0
109.20558234705133,55.006258299020445,43.934201827020146,19.789346328575416,85.550888451162,6.424684876925437,227.65792502211676,rice,0,0,1
111.61735700194475,61.58774922752809,46.18165816419251,22.55132214226926,80.25203756310212,7.406443444898448,190.64848181355336,rice,0,0,1
102.01562130172118,63.7733443546557,45.10977691496894,21.389589397990147,74.65234448379057,7.059144063767842,231.88963904842058,rice,1,0,0
